,Predator,Prey
3695,Grouper,Corallivorous gastropods IV
3696,Grouper,Epifaunal bivalve carnivores I
3697,Grouper,Sponge-anemone carnivores I
3698,Grouper,Epifaunal bivalve carnivores II
3699,Grouper,Detritivorous gastropods I
3700,Grouper,Epiphyte grazer I
3701,Grouper,Echinoid carnivores I
3702,Grouper,Herbivorous gastropods IV
3703,Grouper,Gorgonian carnivores I
3704,Grouper,Herbivorous gastropod carnivores I
3705,Grouper,Molluscivores II
3706,Grouper,Molluscivores III
3707,Grouper,Slender Inshore Squid
3708,Grouper,Caribbean Reef Octopus
3709,Grouper,Common Octopus
3710,Grouper,Stomatopods II
3711,Grouper,Stomatopods I
3712,Grouper,Omnivorous crustacea VIII
3713,Grouper,Omnivorous crustacea XI
3714,Grouper,Cleaner crustacea I
3715,Grouper,Omnivorous crustacea IX
3716,Grouper,Omnivorous crustacea XI
3717,Grouper,Molluscivorous crustacea II
3718,Grouper,Coral macrocrustacean I
3719,Grouper,Coral macrocrustacean II
3720,Grouper,Coral macrocrustacean III
3721,Grouper,Coral macrocrustacean IV
3722,Grouper,Coral macrocrustacean V
3723,Grouper,Coral macrocrustacean VI
3724,Grouper,Herbivorous crustacea V
3725,Grouper,Herbivorous crustacea VI
3726,Grouper,Omnivorous crustacea V
3727,Grouper,Carnivorous crustacea III
3728,Grouper,Omnivorous crustacea VI
3729,Grouper,Amphiroa crustacea I
3730,Grouper,Omnivorous crustacea VII
3731,Grouper,Amphiroa crustacea II
3732,Grouper,Herbivorous crustacea I
3733,Grouper,Herbivorous crustacea II
3734,Grouper,Herbivorous crustacea III
3735,Grouper,Omnivorous crustacea II
3736,Grouper,Omnivorous crustacea III
3737,Grouper,Omnivorous crustacea I (=81)
3738,Grouper,Carnivorous crustacea I
3739,Grouper,Carnivorous crustacea II
3740,Grouper,Molluscivorous crustacea II
3741,Grouper,Zooplanktivorous fish II
3742,Grouper,Grunt
3743,Grouper,Grunt
3744,Grouper,Soldierfish
3745,Grouper,Zooplanktivorous fish II
3746,Grouper,Slippery dick
3747,Grouper,Wrasse
3748,Grouper,Snapper
3749,Grouper,Goatfish
3750,Grouper,Moray
3751,Grouper,Moray
3752,Grouper,Moray
3753,Grouper,Cowfish
3754,Grouper,Zooplanktivorous fish I
3755,Grouper,Damselfish
3756,Grouper,Blacktip shark
3757,Grouper,Parrotfish
3758,Grouper,Herbivorous fish IV
3759,Grouper,Coney grouper
3760,Grouper,Hamlet
3761,Caribbean reef shark,Herbivorous fish IV
3762,Caribbean reef shark,Trumpetfish
3763,Caribbean reef shark,Carnivorous fish III
3764,Caribbean reef shark,Triggerfish
3765,Caribbean reef shark,Needlefish
3766,Caribbean reef shark,Butterflyfish
3767,Caribbean reef shark,Butterflyfish
3768,Caribbean reef shark,Butterflyfish
3769,Caribbean reef shark,Butterflyfish
3770,Caribbean reef shark,Hawkfish
3771,Caribbean reef shark,Blenny
3772,Caribbean reef shark,Herring
3773,Caribbean reef shark,Zooplanktivorous fish II
3774,Caribbean reef shark,Porcupinefish II
3775,Caribbean reef shark,Atlantic spadefish
3776,Caribbean reef shark,Cornetfish
3777,Caribbean reef shark,Yellowfin mojarra
3778,Caribbean reef shark,Goby
3779,Caribbean reef shark,Blenny
3780,Caribbean reef shark,Zooplanktivorous fish I
3781,Caribbean reef shark,Margate
3782,Caribbean reef shark,Porkfish
3783,Caribbean reef shark,Margate
3784,Caribbean reef shark,Grunt
3785,Caribbean reef shark,Grunt
3786,Caribbean reef shark,Grunt
3787,Caribbean reef shark,Grunt
3788,Caribbean reef shark,Grunt
3789,Caribbean reef shark,Grunt
3790,Caribbean reef shark,Halfbeak
3791,Caribbean reef shark,Ballyhoo
3792,Caribbean reef shark,Squirrelfish
3793,Caribbean reef shark,Squirrelfish
3794,Caribbean reef shark,Squirrelfish
3795,Caribbean reef shark,Squirrelfish
3796,Caribbean reef shark,Soldierfish
3797,Caribbean reef shark,Hogfish
3798,Caribbean reef shark,Slippery dick
3799,Caribbean reef shark,Wrasse
3800,Caribbean reef shark,Wrasse
3801,Caribbean reef shark,Wrasse
3802,Caribbean reef shark,Carnivorous fish IV
3803,Caribbean reef shark,Carnivorous fish V
3804,Caribbean reef shark,Wrasse
3805,Caribbean reef shark,Snapper
3806,Caribbean reef shark,Snapper
3807,Caribbean reef shark,Snapper
3808,Caribbean reef shark,Snapper
3809,Caribbean reef shark,Snapper
3810,Caribbean reef shark,Snapper
3811,Caribbean reef shark,Snapper
3812,Caribbean reef shark,Herbivorous fish I
3813,Caribbean reef shark,Filefish
3814,Caribbean reef shark,Filefish
3815,Caribbean reef shark,Goatfish
3816,Caribbean reef shark,Goatfish
3817,Caribbean reef shark,Moray
3818,Caribbean reef shark,Moray
3819,Caribbean reef shark,Moray
3820,Caribbean reef shark,Spotted eagle ray
3821,Caribbean reef shark,Sharptail eel
3822,Caribbean reef shark,Zooplanktivorous fish I
3823,Caribbean reef shark,Cowfish
3824,Caribbean reef shark,Trunkfish
3825,Caribbean reef shark,Trunkfish
3826,Caribbean reef shark,Carnivorous fish I
3827,Caribbean reef shark,Herbivorous fish III
3828,Caribbean reef shark,Angelfish
3829,Caribbean reef shark,Angelfish
3830,Caribbean reef shark,Angelfish
3831,Caribbean reef shark,Sergeant major
3832,Caribbean reef shark,Pilotfish
3833,Caribbean reef shark,Damselfish
3834,Caribbean reef shark,Herbivorous fish II
3835,Caribbean reef shark,Bigeye
3836,Caribbean reef shark,Bigeye
3837,Caribbean reef shark,Parrotfish
3838,Caribbean reef shark,Parrotfish
3839,Caribbean reef shark,Jacknife fish
3840,Caribbean reef shark,Spotted drum
3841,Caribbean reef shark,Carnivorous fish II
3842,Caribbean reef shark,Mackerel
3843,Caribbean reef shark,Mackerel
3844,Caribbean reef shark,Scorpionfish
3845,Caribbean reef shark,Scorpionfish
3846,Caribbean reef shark,Scorpionfish
3847,Caribbean reef shark,Scorpionfish
3848,Caribbean reef shark,Hamlet
3849,Caribbean reef shark,Hind
3850,Caribbean reef shark,Coney grouper
3851,Caribbean reef shark,229
3852,Caribbean reef shark,Red hind
3853,Caribbean reef shark,Grouper
3854,Caribbean reef shark,Hamlets
3855,Caribbean reef shark,Hamlet
3856,Caribbean reef shark,Grouper
3857,Caribbean reef shark,Grouper
3858,Caribbean reef shark,Bass
3859,Caribbean reef shark,Carnivorous fish IV
3860,Caribbean reef shark,Carnivorous fish III
3861,Caribbean reef shark,Barracuda
3862,Caribbean reef shark,Barracuda
3863,Caribbean reef shark,Lizardfish
3864,Caribbean reef shark,Blenny
3865,Caribbean reef shark,Flounder
3866,Caribbean reef shark,Flounder
